,POST_ID,MS_PAY_STATION_ID,MS_SPACE_NUM,ON_OFFSTREET_TYPE,OSP_ID,PM_DISTRICT_ID,BLOCKFACE_ID,METER_TYPE,OLD_RATE_AREA,STREET_ID,STREET_NAME,STREET_NUM,ORIENTATION,LONGITUDE,LATITUDE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,Neighborhoods,Analysis Neighborhoods
17904,338-06120,-,0,ON,0,32,338062,SS,Area 3,338,BOSWORTH ST,612,0,-122.4346634,37.7337664,Diamond St: Mission St,Daimond,96,10
17905,680-09120,-,0,ON,0,26,680092,SS,Area 3,680,TARAVAL ST,912,0,-122.47621299999999,37.7431094,Taraval St: 400 - 1800,Taraval,40,35
17906,611-06100,-,0,ON,0,24,611062,SS,Area 3,611,PARNASSUS AVE,610,0,-122.4601949,37.762890999999996,Parnassas St: 300 - 700,Parnassas,109,14
17907,110-02940,-,0,ON,0,9,110022,SS,Area 3,110,10TH AVE,294,90,-122.4686505,37.7829586,Clement St: Unit - 1100,Clement,5,11
17908,703-01030,-,0,ON,0,10,703011,SS,Area 3,703,VICENTE ST,103,180,-122.4672804,37.7397682,West Portal Ave: Unit - 300,West Portal,46,41
17909,440-62230,-,0,ON,0,21,440621,SS,Area 3,440,GEARY BLVD,6223,180,-122.4865539,37.779868900000004,Geary St: 5000 - 5200,Geary,8,29
17910,203-47170,-,0,ON,0,34,203471,SS,Area 3,203,03RD ST,4717,90,-122.3904686,37.7350059,3rd St: 4600 - 5100,3rd St,86,1
17911,360-01170,-,0,ON,0,9,360011,SS,Area 3,360,CLEMENT ST,117,180,-122.460581,37.7830499,Clement St: Unit - 1100,Clement,5,11
17912,360-05130,-,0,ON,0,9,360051,SS,Area 3,360,CLEMENT ST,513,180,-122.4647703,37.782857299999996,Clement St: Unit - 1100,Clement,5,11
17913,581-14010,-,0,ON,0,25,581141,SS,Area 3,581,NORIEGA ST,1401,180,-122.4787518,37.7540445,Noriega St: 1200 - 1400,Noriega,39,35
17914,700-15090,-,0,ON,0,29,700151,SS,Area 3,700,VALENCIA ST,1509,90,-122.4202169,37.7486135,Valencia 24th St 400 - 1200,Valencia: McCoppin - 24th St,53,20
17915,568-29120,-,0,ON,0,29,568292,SS,Area 3,568,MISSION ST,2912,270,-122.4183353,37.7501878,Mission St: 2800 - 3000,24th / 25th / Cesar Chavez / Mis,53,20
17916,543-05030,-,0,ON,0,19,543051,SS,Area 3,543,LAUREL ST,503,270,-122.4501324,37.7865783,Divisadero St: Sacramento St,California - Presidio,11,31
17917,680-05120,-,0,ON,0,26,680052,SS,Area 3,680,TARAVAL ST,512,0,-122.47186380000001,37.7433002,Taraval St: 400 - 1800,Taraval,44,41
17918,120-12110,910-00001,11,OFF,910,24,120121,MS,Area 3,120,20TH AVE,1275,270,-122.4786912,37.763986700000004,Irving St at 20th Ave: Lot,Irving at 20th Ave. Lot,39,35
17919,360-09130,-,0,ON,0,9,360091,SS,Area 3,360,CLEMENT ST,913,180,-122.46918779,37.78265418,Clement St: Unit - 1100,Clement,5,11
17920,604-00070,-,0,ON,0,35,604001,SS,Area 3,604,PERSIA AVE,7,45,-122.43616609,37.72352055,Mission St: 4300 - 5300,Mission 4800-5100,80,28
17921,421-00080,-,0,ON,0,35,421002,SS,Area 3,421,FRANCIS ST,8,45,-122.43369579999998,37.7268044,Mission St: 4300 - 5300,Mission 4800-5100,94,28
17922,659-05010,-,0,ON,0,19,659051,SS,Area 3,659,SPRUCE ST,501,270,-122.4534395,37.7862316,Divisadero St: Sacramento St,California - Spruce - Laural,11,31
17923,568-37120,-,0,ON,0,29,568372,SS,Area 3,568,MISSION ST,3712,270,-122.4242394,37.7369907,Diamond St: Mission St,Mission,61,2
17924,700-16830,-,0,ON,0,29,700161,SS,Area 3,700,VALENCIA ST,1683,90,-122.41995895,37.74591889,Mission St: 3100 - 3500,29th / Duncan / Mission / Valenc,83,2
17925,725-02100,-,0,ON,0,10,725022,SS,Area 3,725,WEST PORTAL AVE,210,315,-122.46832250000001,37.7387484,West Portal Ave: Unit - 300,West Portal,46,41
17926,657-25130,-,0,ON,0,33,657251,SS,Area 3,657,SAN BRUNO AVE,2513,90,-122.40447720000002,37.729971299999995,San Bruno Ave: 2400 - 2700,San Bruno,91,25
17927,110-02960,-,0,ON,0,9,110022,SS,Area 3,110,10TH AVE,296,90,-122.4686481,37.782925,Clement St: Unit - 1100,Clement,5,11
17928,657-26020,-,0,ON,0,33,657262,SS,-,657,SAN BRUNO AVE,2602,270,-122.40411920000001,37.7287017,,,91,25
17929,657-24670,-,0,ON,0,33,657243,SS,Area 3,657,SAN BRUNO AVE,2467,90,-122.4048413,37.7308508,San Bruno Ave: 2400 - 2700,San Bruno,91,25
17930,321-37290,321-37003,29,ON,0,22,321371,MS,Area 3,321,BALBOA ST,3729,180,-122.49907497,37.77556642,Balboa St: 3200 - 3600,Balboa St: 3200 - 3700,8,29
17931,568-33480,-,0,ON,0,29,568332,SS,Area 3,568,MISSION ST,3348,315,-122.42176429999999,37.7428518,Mission St: 3100 - 3500,29th / Duncan / Mission / Valenc,83,2
17932,490-21260,-,0,ON,0,24,490212,SS,-,490,IRVING ST,2126,0,-122.48125619999999,37.763451200000006,,,39,35
17933,440-59220,-,0,ON,0,21,440592,SS,Area 3,440,GEARY BLVD,5922,0,-122.48333570000001,37.780291299999995,Geary St: 5000 - 5200,Geary,8,29
17934,492-10510,492-10005,51,ON,0,44,492101,MS,Area 3,492,IOWA ST,1051,90,-122.39131121,37.75347741,Dogpatch,Dogpatch,56,26
17935,581-14040,-,0,ON,0,25,581142,SS,Area 3,581,NORIEGA ST,1404,0,-122.4788407,37.7542331,Noriega St: 1200 - 1400,Noriega,39,35
17936,725-01340,-,0,ON,0,10,725012,SS,Area 3,725,WEST PORTAL AVE,134,315,-122.46773290000002,37.739244799999994,West Portal Ave: Unit - 300,West Portal,46,41
17937,591-12240,-,0,ON,0,36,591122,SS,Area 3,591,OCEAN AVE,1224,0,-122.45590691,37.72391535,Ocean Ave: 1000 - 1900,Ocean 1200-1900,71,41
17938,129-24060,-,0,ON,0,26,129242,SS,Area 3,129,29TH AVE,2406,90,-122.48632179,37.74233374,Taraval St: 400 - 1800,Taraval,40,35
17939,618-04080,-,0,ON,0,19,618042,SS,Area 3,618,PRESIDIO AVE,408,90,-122.44685682,37.78804951,Divisadero St: Sacramento St,California - Presidio,10,31
17940,440-48260,-,0,ON,0,9,440482,SS,Area 3,440,GEARY BLVD,4826,0,-122.4715896,37.780825799999995,Geary St: 2400 - 4800,Geary 4600-5000,5,11
17941,490-25200,-,0,ON,0,24,490252,SS,Area 3,490,IRVING ST,2520,0,-122.48535079999999,37.763268200000006,Inner Irving St: 1800 - 2500,Outer Irving,39,35
17942,581-23410,-,0,ON,0,25,581231,SS,Area 3,581,NORIEGA ST,2341,180,-122.489052,37.753591899999996,Noriega St: 2300 - 2500,Noriega 30th Ave - 34th Ave,39,35
17943,604-00390,-,0,ON,0,35,604003,SS,Area 3,604,PERSIA AVE,39,45,-122.43560159999998,37.723009000000005,Mission St: 4300 - 5300,Mission 4800-5100,90,7
17944,111-03030,-,0,ON,0,9,111031,SS,Area 3,111,11TH AVE,303,270,-122.46982997,37.78250625,Clement St: Unit - 1100,Clement,5,11
17945,350-37080,-,0,ON,0,19,350372,SS,Area 3,350,CALIFORNIA ST,3708,0,-122.45543171,37.78623534,Divisadero St: Sacramento St,California - Spruce - Laural,10,31
17946,356-33260,-,0,ON,0,29,356332,SS,Area 3,356,CESAR CHAVEZ ST,3326,0,-122.41691189999999,37.7482951,Mission St: 2800 - 3000,25th / 26h / Cesar Chavez / Miss,53,20
17947,568-31200,-,0,ON,0,29,568312,SS,Area 3,568,MISSION ST,3120,315,-122.41873770000001,37.7475395,Mission St: 3100 - 3500,29th / Duncan / Mission / Valenc,83,2
17948,138-07030,-,0,ON,0,22,138071,SS,Area 3,138,38TH AVE,703,270,-122.4984388,37.7754453,Balboa St: 3200 - 3600,Balboa (Outer),8,29
17949,102-03950,-,0,ON,0,9,102031,SS,Area 3,102,02ND AVE,395,270,-122.4600831,37.781471,Geary St: 2400 - 4800,Geary2600-3100,5,11
17950,725-02340,-,0,ON,0,10,725022,SS,Area 3,725,WEST PORTAL AVE,234,315,-122.4687055,37.738426000000004,West Portal Ave: Unit - 300,West Portal,46,41
17951,613-07280,-,0,ON,0,27,613073,SS,Area 3,613,PORTOLA DR,728,135,-122.4537331,37.7442175,"""Portola St: 600 - 700
""",Portola,72,41
17952,120-17520,-,0,ON,0,25,120172,SS,Area 3,120,20TH AVE,1752,90,-122.4774832,37.75442329999999,Noriega St: 1200 - 1400,Noriega,39,35
17953,581-24060,-,0,ON,0,25,581242,SS,Area 3,581,NORIEGA ST,2406,0,-122.4895718,37.753761499999996,Noriega St: 2300 - 2500,Noriega 30th Ave - 34th Ave,39,35
17954,657-27280,-,0,ON,0,33,657272,SS,Area 3,657,SAN BRUNO AVE,2728,270,-122.403279,37.7266695,San Bruno Ave: 2400 - 2700,San Bruno,91,25
17955,704-00050,-,0,ON,0,29,704001,SS,Area 3,704,VIRGINIA AVE,5,45,-122.4211673,37.7430407,Mission St: 3100 - 3500,Kingston / Mission / Precita,83,2
17956,440-41130,-,0,ON,0,9,440411,SS,Area 3,440,GEARY BLVD,4113,180,-122.46375970000001,37.7809071,Geary St: 2400 - 4800,Geary2600-3100,5,11
17957,725-02380,-,0,ON,0,10,725022,SS,Area 3,725,WEST PORTAL AVE,238,315,-122.4687774,37.7383655,West Portal Ave: Unit - 300,West Portal,46,41
17958,203-49190,-,0,ON,0,34,203491,SS,Area 3,203,03RD ST,4919,90,-122.39104590000001,37.733375200000005,3rd St: 4600 - 5100,3rd St,86,1
17959,581-14240,-,0,ON,0,25,581142,SS,Area 3,581,NORIEGA ST,1424,0,-122.4791997,37.75421729999999,Noriega St: 1200 - 1400,Noriega,39,35
17960,657-25080,-,0,ON,0,33,657252,SS,Area 3,657,SAN BRUNO AVE,2508,270,-122.4045508,37.729762,San Bruno Ave: 2400 - 2700,San Bruno,91,25
17961,365-06040,-,0,ON,0,30,365062,SS,Area 3,365,CORTLAND AVE,604,180,-122.41563570000001,37.7389211,Cortland Ave: 300 - 900,Cortland,83,2
17962,384-03140,-,0,ON,0,17,384032,SS,Area 3,384,DIVISADERO ST,314,90,-122.43721699999999,37.7726696,Divisadero St: 800 - 200,Divisadero,26,3
17963,568-46590,-,0,ON,0,35,568461,SS,Area 3,568,MISSION ST,4659,135,-122.4356291,37.7234279,Mission St: 4300 - 5300,Mission 4800-5100,90,7
17964,112-04060,-,0,ON,0,9,112042,SS,Area 3,112,12TH AVE,406,90,-122.47061540000001,37.7804172,Geary St: 2400 - 4800,Geary 4600-5000,5,11
17965,360-24110,-,0,ON,0,21,360241,SS,Area 3,360,CLEMENT ST,2411,180,-122.4852712,37.7819328,Clement St: 1800 - 2400,Clement (Outer),8,29
17966,108-13070,-,0,ON,0,24,108131,SS,Area 3,108,08TH AVE,1307,270,-122.46529140000001,37.763757299999995,Outer Irving St: 600 - 1000,Irving,109,14
17967,109-13580,-,0,ON,0,24,109132,SS,Area 3,109,09TH AVE,1358,90,-122.4661317,37.7626171,Outer Irving St: 600 - 1000,Irving (Outer),109,14
17968,568-34080,-,0,ON,0,29,568342,SS,Area 3,568,MISSION ST,3408,315,-122.422276,37.7420593,Mission St: 3100 - 3500,Kingston / Mission / Precita,83,2
17969,568-28440,-,0,ON,0,29,568282,SS,Area 3,568,MISSION ST,2844,270,-122.4184053,37.7509182,Mission St: 2800 - 3000,24th / 25th / Cesar Chavez / Mis,53,20
17970,650-34080,-,0,ON,0,19,650342,SS,Area 3,650,SACRAMENTO ST,3408,0,-122.44911950000001,37.7879689,Divisadero St: Sacramento St,Divisadero - Sacramento,10,31
17971,667-15170,-,0,ON,0,29,667151,SS,Area 3,667,SOUTH VAN NESS AVE,1517,90,-122.4158057,37.748676200000006,Mission St: 2800 - 3000,25th / 26h / Cesar Chavez / Miss,53,20
17972,440-50120,-,0,ON,0,21,440502,SS,Area 3,440,GEARY BLVD,5012,0,-122.473378,37.780744899999995,Geary St: 5000 - 5200,Geary,5,29
17973,118-24040,-,0,ON,0,26,118242,SS,Area 3,118,18TH AVE,2404,90,-122.47454259999999,37.7429249,Taraval St: 400 - 1800,Taraval,46,41
17974,360-24420,-,0,ON,0,21,360242,SS,Area 3,360,CLEMENT ST,2442,0,-122.48575009999999,37.78204829999999,Clement St: 1800 - 2400,Clement (Outer),8,29
17975,224-32040,-,0,ON,0,4,224322,SS,Area 3,224,24TH ST,3204,0,-122.41652479999999,37.752401899999995,24 St (Lower): 2700 - 3300,24th St Lower,53,20
17976,356-33060,-,0,ON,0,29,356332,SS,Area 3,356,CESAR CHAVEZ ST,3306,0,-122.41621029999999,37.7483095,Mission St: 2800 - 3000,25th / 26h / Cesar Chavez / Miss,53,20
17977,680-13220,-,0,ON,0,26,680132,SS,Area 3,680,TARAVAL ST,1322,0,-122.4807919,37.7429082,Taraval St: 400 - 1800,Taraval,40,35
17978,226-34170,-,0,ON,0,29,226341,SS,Area 3,226,26TH ST,3417,180,-122.41894309999999,37.7489454,Mission St: 2800 - 3000,24th / 25th / Cesar Chavez / Mis,53,20
17979,700-12220,-,0,ON,0,4,700122,SS,Area 3,700,VALENCIA ST,1222,270,-122.4208676,37.753145399999994,Valencia 24th St 400 - 1200,Valencia: McCoppin - 24th St,53,20
17980,490-19310,-,0,ON,0,24,490191,SS,Area 3,490,IRVING ST,1931,180,-122.4789293,37.7634079,Inner Irving St: 1800 - 2500,Outer Irving,39,35
17981,680-16240,-,0,ON,0,26,680162,SS,Area 3,680,TARAVAL ST,1624,0,-122.4840722,37.742764,Taraval St: 400 - 1800,Taraval,40,35
17982,568-49330,-,0,ON,0,35,568491,SS,Area 3,568,MISSION ST,4933,135,-122.4388626,37.7191548,Mission St: 4300 - 5300,Mission 4800-5100,90,7
17983,490-25080,-,0,ON,0,24,490252,SS,Area 3,490,IRVING ST,2508,0,-122.4850483,37.7632815,Inner Irving St: 1800 - 2500,Outer Irving,39,35
17984,490-16130,-,0,ON,0,24,490161,SS,Area 3,490,IRVING ST,1613,180,-122.4754612,37.7635605,Outer Irving St: 600 - 1000,Irving,109,14
17985,440-58230,-,0,ON,0,21,440581,SS,Area 3,440,GEARY BLVD,5823,180,-122.4822436,37.7800711,Geary St: 5000 - 5200,Geary,8,29
17986,657-25570,-,0,ON,0,33,657251,SS,Area 3,657,SAN BRUNO AVE,2557,90,-122.4041048,37.7290715,San Bruno Ave: 2400 - 2700,San Bruno,91,25
17987,568-49190,-,0,ON,0,35,568491,SS,Area 3,568,MISSION ST,4919,135,-122.43860690000001,37.7194931,Mission St: 4300 - 5300,Mission 4800-5100,90,7
17988,653-10710,-,0,ON,0,28,653101,SS,Area 3,653,SANCHEZ ST,1071,90,-122.4295916,37.7517245,24th St (Inner):  3700 - 4100,24th St/Castro/Church/Noe,84,22
17989,490-09130,-,0,ON,0,24,490091,SS,Area 3,490,IRVING ST,913,180,-122.4677455,37.7638996,Outer Irving St: 600 - 1000,Irving (Outer),109,14
17990,440-27140,-,0,ON,0,20,440272,SS,Area 3,440,GEARY BLVD,2714,0,-122.4486933,37.7824403,Geary St: 2400 - 4800,Geary2600-3100,11,31
17991,568-27340,-,0,ON,0,4,568272,SS,Area 3,568,MISSION ST,2734,270,-122.41858390000002,37.7528032,Mission St: 2500 - 2700,Mission 2500-2700,53,20
17992,203-51610,-,0,ON,0,34,203511,SS,Area 3,203,03RD ST,5161,90,-122.39180640000001,37.7312113,3rd St: 4600 - 5100,3rd St,86,1
17993,492-09200,492-09004,20,ON,0,44,492092,MS,-,492,IOWA ST,920,270,-122.39186039,37.7547614,,,56,26
17994,545-01210,-,0,ON,0,38,545011,SS,Area 3,545,LELAND AVE,121,225,-122.40634209999999,37.712154999999996,Leland Ave: Unit - 100,Leland,75,40
17995,224-29010,-,0,ON,0,29,224291,SS,Area 3,224,24TH ST,2901,180,-122.4102081,37.752675399999994,24 St (Lower): 2700 - 3300,24th St Lower,53,20
17996,490-10180,-,0,ON,0,24,490102,SS,Area 3,490,IRVING ST,1018,0,-122.4691612,37.763991499999996,Outer Irving St: 600 - 1000,Irving,109,14
17997,109-03220,-,0,ON,0,9,109032,SS,Area 3,109,09TH AVE,322,90,-122.467528,37.7823638,Clement St: Unit - 1100,Clement,5,11
17998,490-08180,-,0,ON,0,24,490082,SS,Area 3,490,IRVING ST,818,0,-122.4670244,37.7640853,Outer Irving St: 600 - 1000,Irving,109,14
17999,124-12890,-,0,ON,0,24,124121,SS,Area 3,124,24TH AVE,1289,270,-122.4825832,37.763526399999996,Inner Irving St: 1800 - 2500,Outer Irving,39,35
18000,630-16750,-,0,ON,0,34,630161,SS,Area 3,630,QUESADA AVE,1675,225,-122.3908107,37.7328895,3rd St: 4600 - 5100,3rd St,86,1
18001,680-04240,-,0,ON,0,26,680042,SS,Area 3,680,TARAVAL ST,424,0,-122.471073,37.7433349,Taraval St: 400 - 1800,Taraval,44,41
18002,581-25300,-,0,ON,0,25,581252,SS,Area 3,581,NORIEGA ST,2530,0,-122.491095,37.753694200000005,Noriega St: 2300 - 2500,Noriega 30th Ave - 34th Ave,39,35
18003,122-12890,-,0,ON,0,24,122121,SS,Area 3,122,22ND AVE,1289,270,-122.48042909,37.76374646,Inner Irving St: 1800 - 2500,Outer Irving,39,35
18004,225-34180,-,0,ON,0,29,225342,SS,Area 3,225,25TH ST,3418,0,-122.4191394,37.750635100000004,Mission St: 2800 - 3000,24th / 25th / Cesar Chavez / Mis,53,20
18005,108-02930,-,0,ON,0,9,108021,SS,Area 3,108,08TH AVE,293,270,-122.46665449999999,37.783149200000004,Clement St: Unit - 1100,Clement,5,11
18006,224-39080,-,0,ON,0,28,224392,SS,Area 3,224,24TH ST,3908,0,-122.4301045,37.751589,24th St (Inner):  3700 - 4100,24th St/Castro/Church/Noe,84,22
18007,224-28140,-,0,ON,0,29,224282,SS,Area 3,224,24TH ST,2814,0,-122.4087506,37.7528736,24 St (Lower): 2700 - 3300,24th St Lower,53,20
18008,440-44060,-,0,ON,0,9,440442,SS,Area 3,440,GEARY BLVD,4406,0,-122.46663662,37.78104955,Geary St: 2400 - 4800,Geary2600-3100,5,11
18009,122-24040,-,0,ON,0,26,122242,SS,Area 3,122,22ND AVE,2404,90,-122.4788233,37.7427341,Taraval St: 400 - 1800,Taraval,40,35
18010,360-05160,-,0,ON,0,9,360052,SS,Area 3,360,CLEMENT ST,516,0,-122.4650168,37.7829954,Clement St: Unit - 1100,Clement,5,11
18011,613-06120,-,0,ON,0,27,613063,SS,Area 3,613,PORTOLA DR,612,135,-122.4518595,37.7452951,"""Portola St: 600 - 700
""",Portola,72,41
18012,440-55080,-,0,ON,0,21,440552,SS,Area 3,440,GEARY BLVD,5508,0,-122.47869270000001,37.7805047,Geary St: 5000 - 5200,Geary,8,29
18013,490-14260,-,0,ON,0,24,490142,SS,Area 3,490,IRVING ST,1426,0,-122.4734383,37.763803499999995,Outer Irving St: 600 - 1000,Irving,109,14
18014,109-03002,904-00002,0,OFF,904,9,109032,MS,Area 3,109,09TH AVE,330,90,-122.4673321,37.782247600000005,Clement St at 9th Ave: Lot,Clement St at 9th Ave: Lot,5,11
18015,360-19170,-,0,ON,0,21,360191,SS,Area 3,360,CLEMENT ST,1917,180,-122.48017109999999,37.7821643,Clement St: 1800 - 2400,Clement (Outer),8,29
18016,321-33170,321-33001,17,ON,0,22,321331,MS,Area 3,321,BALBOA ST,3317,180,-122.4945412,37.7757737,Balboa St: 3200 - 3600,Balboa St: 3200 - 3700,8,29
18017,568-28180,-,0,ON,0,29,568282,SS,Area 3,568,MISSION ST,2818,270,-122.4184759,37.7516561,Mission St: 2800 - 3000,24th / 25th / Cesar Chavez / Mis,53,20
18018,350-37380,-,0,ON,0,19,350372,SS,Area 3,350,CALIFORNIA ST,3738,0,-122.45643829999999,37.786107200000004,Divisadero St: Sacramento St,California - Spruce - Laural,10,31
18019,104-03980,-,0,ON,0,9,104034,SS,Area 3,104,04TH AVE,398,90,-122.4620908,37.7813547,Geary St: 2400 - 4800,Geary2600-3100,5,11
18020,360-08130,-,0,ON,0,9,360081,SS,Area 3,360,CLEMENT ST,813,180,-122.4680423,37.782707200000004,Clement St: Unit - 1100,Clement,5,11
18021,224-40050,918-00001,5,OFF,918,28,224401,MS,Area 3,224,24TH ST,4061,180,-122.4331672,37.7509597,24th St and Noe Lot,24th St and Noe Lot,84,22
18022,700-11210,-,0,ON,0,4,700111,SS,Area 3,700,VALENCIA ST,1121,90,-122.420798,37.7546836,Valencia 24th St 400 - 1200,Valencia: McCoppin - 24th St,53,20
18023,321-02190,-,0,ON,0,40,321021,SS,Area 3,321,BALBOA ST,219,180,-122.46158989999999,37.777274600000005,Balboa St: 200 - 500,Balboa 200- 500,5,11
18024,321-37210,321-37003,21,ON,0,22,321371,MS,Area 3,321,BALBOA ST,3721,180,-122.49889485,37.77557465,Balboa St: 3200 - 3600,Balboa St: 3200 - 3700,8,29
18025,440-52130,-,0,ON,0,21,440521,SS,Area 3,440,GEARY BLVD,5213,180,-122.4756097,37.7803717,Geary St: 5000 - 5200,Geary,5,29
18026,108-13129,911-00002,29,OFF,911,24,108131,MS,Area 3,108,08TH AVE,1325,270,-122.46583770000001,37.763662,Irving St at 8th Ave: Lot,Irving at 8th Ave. Lot,109,14
18027,225-13210,225-13003,21,ON,0,44,225131,MS,Area 3,225,25TH ST,1321,180,-122.39193329,37.75255345,Dogpatch,Dogpatch,54,1
18028,503-01910,-,0,ON,0,20,503011,SS,Area 3,503,JORDAN AVE,191,270,-122.45674109999999,37.7817478,Geary St: 2400 - 4800,Geary2600-3100,11,31
18029,687-00030,-,0,ON,0,37,687001,SS,Area 3,687,TAPIA DR,3,0,-122.48197579999999,37.721945500000004,Ocean ave: 2300-2600 Holloway,Holloway,42,16
18030,657-26330,-,0,ON,0,33,657261,SS,-,657,SAN BRUNO AVE,2633,90,-122.4036767,37.7280373,,,91,25
18031,440-40060,-,0,ON,0,9,440402,SS,Area 3,440,GEARY BLVD,4006,0,-122.46247959999998,37.781237100000006,Geary St: 2400 - 4800,Geary2600-3100,5,11
18032,224-29040,-,0,ON,0,29,224292,SS,Area 3,224,24TH ST,2904,0,-122.41035459999999,37.752776700000005,24 St (Lower): 2700 - 3300,24th St Lower,53,20
18033,440-54260,-,0,ON,0,21,440542,SS,Area 3,440,GEARY BLVD,5426,0,-122.47811670000002,37.780530600000006,Geary St: 5000 - 5200,Geary,5,29
18034,591-14120,-,0,ON,0,36,591142,SS,Area 3,591,OCEAN AVE,1412,0,-122.4576422,37.72429520000001,Ocean Ave: 1000 - 1900,Ocean 1200-1900,71,41
18035,584-00190,907-00002,19,OFF,907,35,584002,MS,Area 3,584,NORTON ST,20,45,-122.4349632,37.7252641,Excelsior Lot,Excelsior Lot,94,28
18036,568-49080,-,0,ON,0,35,568492,SS,Area 3,568,MISSION ST,4908,315,-122.43862060000001,37.719787,Mission St: 4300 - 5300,Mission 4800-5100,80,28
18037,224-30070,-,0,ON,0,29,224301,SS,Area 3,224,24TH ST,3007,180,-122.41230970000001,37.7525495,24 St (Lower): 2700 - 3300,24th St Lower,53,20
18038,365-05050,-,0,ON,0,30,365051,SS,Area 3,365,CORTLAND AVE,505,0,-122.4162564,37.7390916,Cortland Ave: 300 - 900,Cortland,83,2
18039,700-11340,-,0,ON,0,4,700112,SS,Area 3,700,VALENCIA ST,1134,270,-122.4209873,37.7543958,Valencia 24th St 400 - 1200,Valencia: McCoppin - 24th St,53,20
18040,440-54060,-,0,ON,0,21,440542,SS,Area 3,440,GEARY BLVD,5406,0,-122.4775587,37.780555799999995,Geary St: 5000 - 5200,Geary,5,29
18041,365-06050,-,0,ON,0,30,365061,SS,Area 3,365,CORTLAND AVE,605,0,-122.41572659999999,37.7390405,Cortland Ave: 300 - 900,Cortland,83,2
18042,680-15240,-,0,ON,0,26,680152,SS,-,680,TARAVAL ST,1524,0,-122.48301809999998,37.742810399999996,,,40,35
18043,350-34130,-,0,ON,0,19,350341,SS,Area 3,350,CALIFORNIA ST,3413,180,-122.4505587,37.7866498,Divisadero St: Sacramento St,California - Spruce - Laural,11,31
18044,591-19240,-,0,ON,0,36,591192,SS,Area 3,591,OCEAN AVE,1924,45,-122.46298459999998,37.7256537,Ocean Ave: 1000 - 1900,Ocean 1200-1900,68,41
18045,203-51710,-,0,ON,0,34,203511,SS,Area 3,203,03RD ST,5171,90,-122.39187240000001,37.7310206,3rd St: 4600 - 5100,3rd St,86,1
18046,331-26030,-,0,ON,0,29,331261,SS,Area 3,331,BRYANT ST,2603,90,-122.409021,37.7526399,24 St (Lower): 2700 - 3300,24th St Lower,53,20
18047,591-25260,-,0,ON,0,31,591252,SS,Area 3,591,OCEAN AVE,2526,45,-122.47265039999999,37.7315156,Ocean ave: 2300-2600 Holloway,Ocean 2400-2600,62,41
18048,490-23120,-,0,ON,0,24,490232,SS,Area 3,490,IRVING ST,2312,0,-122.48300396,37.76337161,Inner Irving St: 1800 - 2500,Outer Irving,39,35
18049,591-12190,-,0,ON,0,36,591121,SS,Area 3,591,OCEAN AVE,1219,180,-122.45592509999999,37.72374310000001,Ocean Ave: 1000 - 1900,Ocean 1000-1700,64,24
18050,568-49370,-,0,ON,0,35,568491,SS,Area 3,568,MISSION ST,4937,135,-122.43894479999999,37.7190461,Mission St: 4300 - 5300,Mission 4800-5100,90,7
18051,108-13130,911-00002,30,OFF,911,24,108131,MS,Area 3,108,08TH AVE,1325,270,-122.46579550000001,37.763666,Irving St at 8th Ave: Lot,Irving at 8th Ave. Lot,109,14
18052,440-56170,-,0,ON,0,21,440561,SS,Area 3,440,GEARY BLVD,5617,180,-122.4799906,37.780173299999994,Geary St: 5000 - 5200,Geary,8,29
18053,102-03970,-,0,ON,0,9,102031,SS,Area 3,102,02ND AVE,397,270,-122.46007809999999,37.7814018,Geary St: 2400 - 4800,Geary2600-3100,5,11
18054,521-00450,-,0,ON,0,24,521001,SS,Area 3,521,KIRKHAM ST,45,180,-122.461425,37.7604456,Parnassas St: 300 - 700,Kirkham,109,14
18055,490-24180,-,0,ON,0,24,490242,SS,Area 3,490,IRVING ST,2418,0,-122.4842261,37.763317799999996,Inner Irving St: 1800 - 2500,Outer Irving,39,35
18056,119-23420,-,0,ON,0,26,119232,SS,Area 3,119,19TH AVE,2342,90,-122.47557979999999,37.74366784,,,44,41
18057,543-05100,-,0,ON,0,19,543052,SS,Area 3,543,LAUREL ST,510,90,-122.44996670000002,37.7864511,Divisadero St: Sacramento St,California - Presidio,11,31
18058,333-23060,-,0,ON,0,38,333232,SS,Area 3,333,BAY SHORE BLVD,2306,315,-122.40355577,37.7116351,Leland Ave: Unit - 100,Leland,75,40
18059,575-04220,-,0,ON,0,19,575042,SS,Area 3,575,MAPLE ST,422,90,-122.45525330000001,37.7867617,Divisadero St: Sacramento St,California - Spruce - Laural,10,31
18060,492-09510,492-09007,51,ON,0,44,492091,MS,Area 3,492,IOWA ST,951,90,-122.39159163,37.7544732,Dogpatch,Dogpatch,56,26
18061,568-53380,-,0,ON,0,35,568532,SS,Area 3,568,MISSION ST,5338,315,-122.44366399999998,37.7137576,Mission St: 4300 - 5300,Mission - Geneva,80,28
18062,568-50720,-,0,ON,0,35,568502,SS,Area 3,568,MISSION ST,5072,315,-122.44066459999999,37.7170841,Mission St: 4300 - 5300,Mission 4800-5100,80,28
18063,490-22310,-,0,ON,0,24,490221,SS,Area 3,490,IRVING ST,2231,180,-122.4821331,37.7632751,Inner Irving St: 1800 - 2500,Outer Irving,39,35
